"from","to","width","title"
"SLC22A17","AP1G2",2,"SLC22A17-AP1G2<br />0.1728"
"STRN3","AP1G2",2,"STRN3-AP1G2<br />0.2028"
"TSSK4","AP1G2",3,"TSSK4-AP1G2<br />0.3311"
"TTC5","AP1G2",1,"TTC5-AP1G2<br />0.1063"
"ARHGAP5","AP4S1",2,"ARHGAP5-AP4S1<br />0.1755"
"BCL2L2","AP4S1",2,"BCL2L2-AP4S1<br />0.199"
"BRMS1L","AP4S1",2,"BRMS1L-AP4S1<br />0.1578"
"CCNB1IP1","AP4S1",2,"CCNB1IP1-AP4S1<br />0.1576"
"CEBPE","AP4S1",1,"CEBPE-AP4S1<br />0.1135"
"COCH","AP4S1",2,"COCH-AP4S1<br />0.2109"
"CPNE6","AP4S1",2,"CPNE6-AP4S1<br />0.1838"
"DHRS4","AP4S1",1,"DHRS4-AP4S1<br />0.1163"
"DTD2","AP4S1",2,"DTD2-AP4S1<br />0.1574"
"GZMH","AP4S1",2,"GZMH-AP4S1<br />0.1518"
"LTB4R","AP4S1",2,"LTB4R-AP4S1<br />0.1746"
"MDP1","AP4S1",2,"MDP1-AP4S1<br />0.2095"
"NDRG2","AP4S1",2,"NDRG2-AP4S1<br />0.1999"
"OR5AU1","AP4S1",2,"OR5AU1-AP4S1<br />0.1945"
"PPP1R3E","AP4S1",2,"PPP1R3E-AP4S1<br />0.2462"
"PSME2","AP4S1",2,"PSME2-AP4S1<br />0.2471"
"RBM23","AP4S1",2,"RBM23-AP4S1<br />0.2425"
"REC8","AP4S1",2,"REC8-AP4S1<br />0.1733"
"RNASE13","AP4S1",2,"RNASE13-AP4S1<br />0.212"
"SLC22A17","AP4S1",1,"SLC22A17-AP4S1<br />0.1493"
"STRN3","AP4S1",1,"STRN3-AP4S1<br />0.1198"
"TSSK4","AP4S1",2,"TSSK4-AP4S1<br />0.2412"
"TTC5","AP4S1",1,"TTC5-AP4S1<br />0.1119"
"CCNB1IP1","ARHGAP5",1,"CCNB1IP1-ARHGAP5<br />0.1194"
"COCH","ARHGAP5",2,"COCH-ARHGAP5<br />0.2303"
"DHRS4","ARHGAP5",1,"DHRS4-ARHGAP5<br />0.1039"
"JPH4","ARHGAP5",1,"JPH4-ARHGAP5<br />0.1104"
"MDP1","ARHGAP5",2,"MDP1-ARHGAP5<br />0.1694"
"PPP1R3E","ARHGAP5",2,"PPP1R3E-ARHGAP5<br />0.1574"
"PSME2","ARHGAP5",1,"PSME2-ARHGAP5<br />0.1344"
"RBM23","ARHGAP5",1,"RBM23-ARHGAP5<br />0.1163"
"REC8","ARHGAP5",1,"REC8-ARHGAP5<br />0.1072"
"RNASE13","ARHGAP5",1,"RNASE13-ARHGAP5<br />0.1448"
"SLC22A17","ARHGAP5",1,"SLC22A17-ARHGAP5<br />0.119"
"STRN3","ARHGAP5",2,"STRN3-ARHGAP5<br />0.228"
"BRMS1L","BCL2L2",1,"BRMS1L-BCL2L2<br />0.1371"
"CCNB1IP1","BCL2L2",2,"CCNB1IP1-BCL2L2<br />0.1651"
"CEBPE","BCL2L2",3,"CEBPE-BCL2L2<br />0.3433"
"COCH","BCL2L2",2,"COCH-BCL2L2<br />0.1924"
"CPNE6","BCL2L2",2,"CPNE6-BCL2L2<br />0.2081"
"DHRS4","BCL2L2",3,"DHRS4-BCL2L2<br />0.2511"
"DTD2","BCL2L2",2,"DTD2-BCL2L2<br />0.1827"
"GZMH","BCL2L2",3,"GZMH-BCL2L2<br />0.2742"
"JPH4","BCL2L2",3,"JPH4-BCL2L2<br />0.3136"
"LTB4R","BCL2L2",3,"LTB4R-BCL2L2<br />0.3054"
"LTB4R2","BCL2L2",2,"LTB4R2-BCL2L2<br />0.1918"
"MDP1","BCL2L2",3,"MDP1-BCL2L2<br />0.3102"
"NDRG2","BCL2L2",2,"NDRG2-BCL2L2<br />0.2352"
"OR5AU1","BCL2L2",2,"OR5AU1-BCL2L2<br />0.2309"
"PPP1R3E","BCL2L2",3,"PPP1R3E-BCL2L2<br />0.267"
"PSME2","BCL2L2",2,"PSME2-BCL2L2<br />0.2431"
"RBM23","BCL2L2",3,"RBM23-BCL2L2<br />0.274"
"REC8","BCL2L2",2,"REC8-BCL2L2<br />0.2084"
"RNASE13","BCL2L2",3,"RNASE13-BCL2L2<br />0.2698"
"SAMD4A","BCL2L2",2,"SAMD4A-BCL2L2<br />0.1687"
"SLC22A17","BCL2L2",2,"SLC22A17-BCL2L2<br />0.2067"
"STRN3","BCL2L2",2,"STRN3-BCL2L2<br />0.1921"
"TSSK4","BCL2L2",2,"TSSK4-BCL2L2<br />0.25"
"CCNB1IP1","BRMS1L",2,"CCNB1IP1-BRMS1L<br />0.1628"
"CEBPE","BRMS1L",2,"CEBPE-BRMS1L<br />0.1604"
"COCH","BRMS1L",2,"COCH-BRMS1L<br />0.1884"
"CPNE6","BRMS1L",2,"CPNE6-BRMS1L<br />0.1604"
"DHRS4","BRMS1L",2,"DHRS4-BRMS1L<br />0.2218"
"DTD2","BRMS1L",1,"DTD2-BRMS1L<br />0.1493"
"GZMH","BRMS1L",1,"GZMH-BRMS1L<br />0.1388"
"JPH4","BRMS1L",2,"JPH4-BRMS1L<br />0.1891"
"LTB4R","BRMS1L",2,"LTB4R-BRMS1L<br />0.2091"
"LTB4R2","BRMS1L",2,"LTB4R2-BRMS1L<br />0.1762"
"MDP1","BRMS1L",2,"MDP1-BRMS1L<br />0.1937"
"OR5AU1","BRMS1L",1,"OR5AU1-BRMS1L<br />0.107"
"PPP1R3E","BRMS1L",2,"PPP1R3E-BRMS1L<br />0.159"
"PSME2","BRMS1L",1,"PSME2-BRMS1L<br />0.14"
"RBM23","BRMS1L",2,"RBM23-BRMS1L<br />0.2106"
"REC8","BRMS1L",1,"REC8-BRMS1L<br />0.1228"
"SAMD4A","BRMS1L",2,"SAMD4A-BRMS1L<br />0.1562"
"SLC22A17","BRMS1L",2,"SLC22A17-BRMS1L<br />0.1716"
"STRN3","BRMS1L",2,"STRN3-BRMS1L<br />0.1784"
"TSSK4","BRMS1L",2,"TSSK4-BRMS1L<br />0.1697"
"CEBPE","CCNB1IP1",2,"CEBPE-CCNB1IP1<br />0.176"
"COCH","CCNB1IP1",2,"COCH-CCNB1IP1<br />0.1501"
"CPNE6","CCNB1IP1",1,"CPNE6-CCNB1IP1<br />0.1109"
"DHRS4","CCNB1IP1",1,"DHRS4-CCNB1IP1<br />0.1499"
"DTD2","CCNB1IP1",1,"DTD2-CCNB1IP1<br />0.1495"
"GZMH","CCNB1IP1",1,"GZMH-CCNB1IP1<br />0.1118"
"JPH4","CCNB1IP1",2,"JPH4-CCNB1IP1<br />0.1689"
"LTB4R","CCNB1IP1",2,"LTB4R-CCNB1IP1<br />0.1517"
"LTB4R2","CCNB1IP1",2,"LTB4R2-CCNB1IP1<br />0.2463"
"MDP1","CCNB1IP1",2,"MDP1-CCNB1IP1<br />0.1547"
"NDRG2","CCNB1IP1",2,"NDRG2-CCNB1IP1<br />0.2268"
"OR5AU1","CCNB1IP1",1,"OR5AU1-CCNB1IP1<br />0.1301"
"PPP1R3E","CCNB1IP1",2,"PPP1R3E-CCNB1IP1<br />0.1585"
"PSME2","CCNB1IP1",1,"PSME2-CCNB1IP1<br />0.1125"
"RBM23","CCNB1IP1",2,"RBM23-CCNB1IP1<br />0.1725"
"REC8","CCNB1IP1",2,"REC8-CCNB1IP1<br />0.2135"
"RNASE13","CCNB1IP1",1,"RNASE13-CCNB1IP1<br />0.1307"
"SAMD4A","CCNB1IP1",2,"SAMD4A-CCNB1IP1<br />0.1753"
"SLC22A17","CCNB1IP1",3,"SLC22A17-CCNB1IP1<br />0.2504"
"STRN3","CCNB1IP1",1,"STRN3-CCNB1IP1<br />0.113"
"TSSK4","CCNB1IP1",1,"TSSK4-CCNB1IP1<br />0.1481"
"TTC5","CCNB1IP1",2,"TTC5-CCNB1IP1<br />0.1901"
"COCH","CEBPE",3,"COCH-CEBPE<br />0.2771"
"CPNE6","CEBPE",3,"CPNE6-CEBPE<br />0.3205"
"DHRS4","CEBPE",3,"DHRS4-CEBPE<br />0.3445"
"DTD2","CEBPE",2,"DTD2-CEBPE<br />0.2205"
"GZMH","CEBPE",3,"GZMH-CEBPE<br />0.2549"
"JPH4","CEBPE",4,"JPH4-CEBPE<br />0.3951"
"LTB4R","CEBPE",4,"LTB4R-CEBPE<br />0.4015"
"LTB4R2","CEBPE",3,"LTB4R2-CEBPE<br />0.3246"
"MDP1","CEBPE",3,"MDP1-CEBPE<br />0.2961"
"NDRG2","CEBPE",2,"NDRG2-CEBPE<br />0.2331"
"OR5AU1","CEBPE",3,"OR5AU1-CEBPE<br />0.3014"
"PPP1R3E","CEBPE",3,"PPP1R3E-CEBPE<br />0.2632"
"PSME2","CEBPE",1,"PSME2-CEBPE<br />0.1413"
"RBM23","CEBPE",4,"RBM23-CEBPE<br />0.354"
"REC8","CEBPE",4,"REC8-CEBPE<br />0.3787"
"RNASE13","CEBPE",4,"RNASE13-CEBPE<br />0.3972"
"SLC22A17","CEBPE",2,"SLC22A17-CEBPE<br />0.1873"
"STRN3","CEBPE",1,"STRN3-CEBPE<br />0.1117"
"TSSK4","CEBPE",3,"TSSK4-CEBPE<br />0.2982"
"TTC5","CEBPE",1,"TTC5-CEBPE<br />0.1082"
"CPNE6","COCH",2,"CPNE6-COCH<br />0.2184"
"DHRS4","COCH",2,"DHRS4-COCH<br />0.2341"
"DTD2","COCH",3,"DTD2-COCH<br />0.3183"
"GZMH","COCH",2,"GZMH-COCH<br />0.2335"
"JPH4","COCH",3,"JPH4-COCH<br />0.2618"
"LTB4R","COCH",2,"LTB4R-COCH<br />0.2304"
"LTB4R2","COCH",2,"LTB4R2-COCH<br />0.2331"
"MDP1","COCH",3,"MDP1-COCH<br />0.3201"
"NDRG2","COCH",1,"NDRG2-COCH<br />0.1065"
"OR5AU1","COCH",3,"OR5AU1-COCH<br />0.3019"
"PPP1R3E","COCH",2,"PPP1R3E-COCH<br />0.2002"
"PSME2","COCH",1,"PSME2-COCH<br />0.1385"
"RBM23","COCH",2,"RBM23-COCH<br />0.2162"
"REC8","COCH",3,"REC8-COCH<br />0.3373"
"RNASE13","COCH",3,"RNASE13-COCH<br />0.2543"
"SAMD4A","COCH",1,"SAMD4A-COCH<br />0.1448"
"SLC22A17","COCH",3,"SLC22A17-COCH<br />0.2721"
"STRN3","COCH",2,"STRN3-COCH<br />0.2226"
"TSSK4","COCH",2,"TSSK4-COCH<br />0.2027"
"DHRS4","CPNE6",2,"DHRS4-CPNE6<br />0.2236"
"DTD2","CPNE6",1,"DTD2-CPNE6<br />0.144"
"GZMH","CPNE6",2,"GZMH-CPNE6<br />0.1994"
"JPH4","CPNE6",2,"JPH4-CPNE6<br />0.204"
"LTB4R","CPNE6",3,"LTB4R-CPNE6<br />0.2664"
"LTB4R2","CPNE6",2,"LTB4R2-CPNE6<br />0.2448"
"MDP1","CPNE6",2,"MDP1-CPNE6<br />0.2425"
"NDRG2","CPNE6",2,"NDRG2-CPNE6<br />0.2242"
"OR5AU1","CPNE6",2,"OR5AU1-CPNE6<br />0.1804"
"PPP1R3E","CPNE6",2,"PPP1R3E-CPNE6<br />0.2194"
"PSME2","CPNE6",2,"PSME2-CPNE6<br />0.1592"
"RBM23","CPNE6",3,"RBM23-CPNE6<br />0.2687"
"REC8","CPNE6",4,"REC8-CPNE6<br />0.3525"
"RNASE13","CPNE6",2,"RNASE13-CPNE6<br />0.2392"
"SLC22A17","CPNE6",2,"SLC22A17-CPNE6<br />0.2249"
"TSSK4","CPNE6",2,"TSSK4-CPNE6<br />0.2467"
"DTD2","DHRS4",2,"DTD2-DHRS4<br />0.1611"
"GZMH","DHRS4",3,"GZMH-DHRS4<br />0.2731"
"JPH4","DHRS4",3,"JPH4-DHRS4<br />0.2827"
"LTB4R","DHRS4",2,"LTB4R-DHRS4<br />0.2084"
"LTB4R2","DHRS4",3,"LTB4R2-DHRS4<br />0.2772"
"MDP1","DHRS4",3,"MDP1-DHRS4<br />0.3122"
"NDRG2","DHRS4",2,"NDRG2-DHRS4<br />0.1525"
"OR5AU1","DHRS4",2,"OR5AU1-DHRS4<br />0.2423"
"PPP1R3E","DHRS4",3,"PPP1R3E-DHRS4<br />0.267"
"PSME2","DHRS4",2,"PSME2-DHRS4<br />0.1655"
"RBM23","DHRS4",2,"RBM23-DHRS4<br />0.196"
"REC8","DHRS4",3,"REC8-DHRS4<br />0.2983"
"RNASE13","DHRS4",2,"RNASE13-DHRS4<br />0.2469"
"SAMD4A","DHRS4",1,"SAMD4A-DHRS4<br />0.1024"
"SLC22A17","DHRS4",3,"SLC22A17-DHRS4<br />0.2708"
"STRN3","DHRS4",1,"STRN3-DHRS4<br />0.1229"
"TSSK4","DHRS4",2,"TSSK4-DHRS4<br />0.2195"
"GZMH","DTD2",1,"GZMH-DTD2<br />0.1432"
"JPH4","DTD2",1,"JPH4-DTD2<br />0.1324"
"LTB4R","DTD2",2,"LTB4R-DTD2<br />0.2284"
"LTB4R2","DTD2",2,"LTB4R2-DTD2<br />0.1632"
"MDP1","DTD2",3,"MDP1-DTD2<br />0.3165"
"NDRG2","DTD2",1,"NDRG2-DTD2<br />0.1049"
"OR5AU1","DTD2",2,"OR5AU1-DTD2<br />0.2075"
"PPP1R3E","DTD2",2,"PPP1R3E-DTD2<br />0.1713"
"PSME2","DTD2",2,"PSME2-DTD2<br />0.2052"
"RBM23","DTD2",2,"RBM23-DTD2<br />0.2008"
"REC8","DTD2",2,"REC8-DTD2<br />0.2184"
"RNASE13","DTD2",2,"RNASE13-DTD2<br />0.226"
"SAMD4A","DTD2",2,"SAMD4A-DTD2<br />0.221"
"SLC22A17","DTD2",1,"SLC22A17-DTD2<br />0.1316"
"STRN3","DTD2",2,"STRN3-DTD2<br />0.2027"
"TSSK4","DTD2",2,"TSSK4-DTD2<br />0.1599"
"JPH4","GZMH",3,"JPH4-GZMH<br />0.2991"
"LTB4R","GZMH",2,"LTB4R-GZMH<br />0.2027"
"LTB4R2","GZMH",2,"LTB4R2-GZMH<br />0.2339"
"MDP1","GZMH",3,"MDP1-GZMH<br />0.2779"
"NDRG2","GZMH",2,"NDRG2-GZMH<br />0.1552"
"OR5AU1","GZMH",2,"OR5AU1-GZMH<br />0.2476"
"PPP1R3E","GZMH",3,"PPP1R3E-GZMH<br />0.2828"
"PSME2","GZMH",1,"PSME2-GZMH<br />0.1369"
"RBM23","GZMH",3,"RBM23-GZMH<br />0.2767"
"REC8","GZMH",3,"REC8-GZMH<br />0.2531"
"RNASE13","GZMH",3,"RNASE13-GZMH<br />0.2535"
"SLC22A17","GZMH",1,"SLC22A17-GZMH<br />0.142"
"TSSK4","GZMH",2,"TSSK4-GZMH<br />0.2461"
"LTB4R","JPH4",3,"LTB4R-JPH4<br />0.3206"
"LTB4R2","JPH4",2,"LTB4R2-JPH4<br />0.2198"
"MDP1","JPH4",2,"MDP1-JPH4<br />0.2449"
"NDRG2","JPH4",2,"NDRG2-JPH4<br />0.1979"
"OR5AU1","JPH4",2,"OR5AU1-JPH4<br />0.1953"
"PPP1R3E","JPH4",3,"PPP1R3E-JPH4<br />0.2902"
"RBM23","JPH4",3,"RBM23-JPH4<br />0.2774"
"REC8","JPH4",3,"REC8-JPH4<br />0.2892"
"RNASE13","JPH4",2,"RNASE13-JPH4<br />0.2008"
"SLC22A17","JPH4",2,"SLC22A17-JPH4<br />0.237"
"STRN3","JPH4",2,"STRN3-JPH4<br />0.222"
"TSSK4","JPH4",2,"TSSK4-JPH4<br />0.2186"
"TTC5","JPH4",1,"TTC5-JPH4<br />0.1341"
"LTB4R2","LTB4R",2,"LTB4R2-LTB4R<br />0.2483"
"MDP1","LTB4R",3,"MDP1-LTB4R<br />0.3013"
"NDRG2","LTB4R",2,"NDRG2-LTB4R<br />0.2235"
"OR5AU1","LTB4R",3,"OR5AU1-LTB4R<br />0.3272"
"PPP1R3E","LTB4R",2,"PPP1R3E-LTB4R<br />0.235"
"PSME2","LTB4R",2,"PSME2-LTB4R<br />0.2024"
"RBM23","LTB4R",4,"RBM23-LTB4R<br />0.4049"
"REC8","LTB4R",4,"REC8-LTB4R<br />0.38"
"RNASE13","LTB4R",3,"RNASE13-LTB4R<br />0.315"
"SAMD4A","LTB4R",1,"SAMD4A-LTB4R<br />0.103"
"SLC22A17","LTB4R",2,"SLC22A17-LTB4R<br />0.2494"
"STRN3","LTB4R",2,"STRN3-LTB4R<br />0.1675"
"TSSK4","LTB4R",3,"TSSK4-LTB4R<br />0.3163"
"TTC5","LTB4R",1,"TTC5-LTB4R<br />0.1177"
"MDP1","LTB4R2",3,"MDP1-LTB4R2<br />0.2786"
"NDRG2","LTB4R2",1,"NDRG2-LTB4R2<br />0.138"
"OR5AU1","LTB4R2",3,"OR5AU1-LTB4R2<br />0.3113"
"PPP1R3E","LTB4R2",2,"PPP1R3E-LTB4R2<br />0.212"
"RBM23","LTB4R2",3,"RBM23-LTB4R2<br />0.2543"
"REC8","LTB4R2",4,"REC8-LTB4R2<br />0.3622"
"RNASE13","LTB4R2",3,"RNASE13-LTB4R2<br />0.2825"
"SAMD4A","LTB4R2",2,"SAMD4A-LTB4R2<br />0.1659"
"SLC22A17","LTB4R2",2,"SLC22A17-LTB4R2<br />0.2139"
"STRN3","LTB4R2",2,"STRN3-LTB4R2<br />0.1737"
"TSSK4","LTB4R2",3,"TSSK4-LTB4R2<br />0.3093"
"TTC5","LTB4R2",1,"TTC5-LTB4R2<br />0.1385"
"NDRG2","MDP1",1,"NDRG2-MDP1<br />0.147"
"OR5AU1","MDP1",2,"OR5AU1-MDP1<br />0.1716"
"PPP1R3E","MDP1",3,"PPP1R3E-MDP1<br />0.3008"
"PSME2","MDP1",2,"PSME2-MDP1<br />0.203"
"RBM23","MDP1",3,"RBM23-MDP1<br />0.3077"
"REC8","MDP1",3,"REC8-MDP1<br />0.2835"
"RNASE13","MDP1",3,"RNASE13-MDP1<br />0.2608"
"SAMD4A","MDP1",1,"SAMD4A-MDP1<br />0.1249"
"SLC22A17","MDP1",2,"SLC22A17-MDP1<br />0.2409"
"STRN3","MDP1",2,"STRN3-MDP1<br />0.1769"
"TSSK4","MDP1",3,"TSSK4-MDP1<br />0.3253"
"TTC5","MDP1",2,"TTC5-MDP1<br />0.1504"
"OR5AU1","NDRG2",3,"OR5AU1-NDRG2<br />0.2852"
"PPP1R3E","NDRG2",3,"PPP1R3E-NDRG2<br />0.2778"
"PSME2","NDRG2",2,"PSME2-NDRG2<br />0.1501"
"RBM23","NDRG2",2,"RBM23-NDRG2<br />0.2215"
"REC8","NDRG2",2,"REC8-NDRG2<br />0.2117"
"RNASE13","NDRG2",3,"RNASE13-NDRG2<br />0.3007"
"SLC22A17","NDRG2",2,"SLC22A17-NDRG2<br />0.2038"
"TSSK4","NDRG2",2,"TSSK4-NDRG2<br />0.245"
"TTC5","NDRG2",1,"TTC5-NDRG2<br />0.1346"
"PPP1R3E","OR5AU1",2,"PPP1R3E-OR5AU1<br />0.1666"
"PSME2","OR5AU1",2,"PSME2-OR5AU1<br />0.1685"
"RBM23","OR5AU1",3,"RBM23-OR5AU1<br />0.2525"
"REC8","OR5AU1",4,"REC8-OR5AU1<br />0.3561"
"RNASE13","OR5AU1",4,"RNASE13-OR5AU1<br />0.3891"
"SLC22A17","OR5AU1",3,"SLC22A17-OR5AU1<br />0.2529"
"STRN3","OR5AU1",1,"STRN3-OR5AU1<br />0.1334"
"TSSK4","OR5AU1",3,"TSSK4-OR5AU1<br />0.2887"
"TTC5","OR5AU1",2,"TTC5-OR5AU1<br />0.1752"
"PSME2","PPP1R3E",1,"PSME2-PPP1R3E<br />0.1483"
"RBM23","PPP1R3E",3,"RBM23-PPP1R3E<br />0.2967"
"REC8","PPP1R3E",3,"REC8-PPP1R3E<br />0.2727"
"RNASE13","PPP1R3E",2,"RNASE13-PPP1R3E<br />0.243"
"SAMD4A","PPP1R3E",1,"SAMD4A-PPP1R3E<br />0.1103"
"SLC22A17","PPP1R3E",3,"SLC22A17-PPP1R3E<br />0.2515"
"STRN3","PPP1R3E",2,"STRN3-PPP1R3E<br />0.1735"
"TSSK4","PPP1R3E",3,"TSSK4-PPP1R3E<br />0.2661"
"TTC5","PPP1R3E",2,"TTC5-PPP1R3E<br />0.173"
"RBM23","PSME2",2,"RBM23-PSME2<br />0.2009"
"REC8","PSME2",2,"REC8-PSME2<br />0.2386"
"RNASE13","PSME2",2,"RNASE13-PSME2<br />0.2195"
"SLC22A17","PSME2",1,"SLC22A17-PSME2<br />0.1087"
"STRN3","PSME2",1,"STRN3-PSME2<br />0.1003"
"TSSK4","PSME2",3,"TSSK4-PSME2<br />0.2557"
"REC8","RBM23",4,"REC8-RBM23<br />0.3684"
"RNASE13","RBM23",3,"RNASE13-RBM23<br />0.273"
"SLC22A17","RBM23",1,"SLC22A17-RBM23<br />0.1255"
"TSSK4","RBM23",3,"TSSK4-RBM23<br />0.3289"
"TTC5","RBM23",1,"TTC5-RBM23<br />0.1163"
"RNASE13","REC8",4,"RNASE13-REC8<br />0.3739"
"SLC22A17","REC8",3,"SLC22A17-REC8<br />0.2817"
"STRN3","REC8",1,"STRN3-REC8<br />0.1306"
"TSSK4","REC8",3,"TSSK4-REC8<br />0.3201"
"TTC5","REC8",2,"TTC5-REC8<br />0.1511"
"SLC22A17","RNASE13",2,"SLC22A17-RNASE13<br />0.2432"
"TSSK4","RNASE13",3,"TSSK4-RNASE13<br />0.3128"
"SLC22A17","SAMD4A",1,"SLC22A17-SAMD4A<br />0.1423"
"STRN3","SAMD4A",2,"STRN3-SAMD4A<br />0.1801"
"TSSK4","SLC22A17",2,"TSSK4-SLC22A17<br />0.2021"
"TTC5","SLC22A17",1,"TTC5-SLC22A17<br />0.1371"
"TSSK4","STRN3",2,"TSSK4-STRN3<br />0.1651"
"TTC5","TSSK4",2,"TTC5-TSSK4<br />0.1781"
"ERAL1","DNM1L",2,"ERAL1-DNM1L<br />0.1967"
"LRPPRC","DNM1L",3,"LRPPRC-DNM1L<br />0.3007"
"MRPL10","DNM1L",3,"MRPL10-DNM1L<br />0.3154"
"MRPL12","DNM1L",3,"MRPL12-DNM1L<br />0.3233"
"MRPL15","DNM1L",3,"MRPL15-DNM1L<br />0.2845"
"MRPL16","DNM1L",2,"MRPL16-DNM1L<br />0.2337"
"MRPL17","DNM1L",3,"MRPL17-DNM1L<br />0.2717"
"MRPL28","DNM1L",3,"MRPL28-DNM1L<br />0.2841"
"MRPL3","DNM1L",2,"MRPL3-DNM1L<br />0.2422"
"MRPL34","DNM1L",1,"MRPL34-DNM1L<br />0.1008"
"MRPL39","DNM1L",2,"MRPL39-DNM1L<br />0.2362"
"MRPL49","DNM1L",3,"MRPL49-DNM1L<br />0.2569"
"MRPS12","DNM1L",2,"MRPS12-DNM1L<br />0.2322"
"MRPS14","DNM1L",3,"MRPS14-DNM1L<br />0.252"
"MRPS18C","DNM1L",3,"MRPS18C-DNM1L<br />0.281"
"MRPS23","DNM1L",2,"MRPS23-DNM1L<br />0.2314"
"MRPS26","DNM1L",2,"MRPS26-DNM1L<br />0.2111"
"MRPS27","DNM1L",1,"MRPS27-DNM1L<br />0.1465"
"MRPS35","DNM1L",2,"MRPS35-DNM1L<br />0.223"
"MRPS6","DNM1L",3,"MRPS6-DNM1L<br />0.2507"
"MTG2","DNM1L",3,"MTG2-DNM1L<br />0.313"
"PARS2","DNM1L",2,"PARS2-DNM1L<br />0.1681"
"POLRMT","DNM1L",3,"POLRMT-DNM1L<br />0.2661"
"PTCD3","DNM1L",3,"PTCD3-DNM1L<br />0.2608"
"RBFA","DNM1L",2,"RBFA-DNM1L<br />0.1528"
"RPUSD4","DNM1L",3,"RPUSD4-DNM1L<br />0.328"
"TEFM","DNM1L",2,"TEFM-DNM1L<br />0.169"
"LRPPRC","ERAL1",5,"LRPPRC-ERAL1<br />0.5185"
"MRPL10","ERAL1",5,"MRPL10-ERAL1<br />0.5045"
"MRPL12","ERAL1",5,"MRPL12-ERAL1<br />0.4504"
"MRPL15","ERAL1",5,"MRPL15-ERAL1<br />0.5179"
"MRPL16","ERAL1",5,"MRPL16-ERAL1<br />0.485"
"MRPL17","ERAL1",5,"MRPL17-ERAL1<br />0.4887"
"MRPL28","ERAL1",5,"MRPL28-ERAL1<br />0.4592"
"MRPL3","ERAL1",5,"MRPL3-ERAL1<br />0.4535"
"MRPL34","ERAL1",4,"MRPL34-ERAL1<br />0.442"
"MRPL39","ERAL1",5,"MRPL39-ERAL1<br />0.4711"
"MRPL49","ERAL1",4,"MRPL49-ERAL1<br />0.4418"
"MRPS12","ERAL1",6,"MRPS12-ERAL1<br />0.5668"
"MRPS14","ERAL1",5,"MRPS14-ERAL1<br />0.5086"
"MRPS18C","ERAL1",4,"MRPS18C-ERAL1<br />0.4171"
"MRPS23","ERAL1",6,"MRPS23-ERAL1<br />0.56"
"MRPS26","ERAL1",5,"MRPS26-ERAL1<br />0.4732"
"MRPS27","ERAL1",4,"MRPS27-ERAL1<br />0.4095"
"MRPS35","ERAL1",5,"MRPS35-ERAL1<br />0.4525"
"MRPS6","ERAL1",6,"MRPS6-ERAL1<br />0.5553"
"MTG2","ERAL1",4,"MTG2-ERAL1<br />0.4468"
"PARS2","ERAL1",3,"PARS2-ERAL1<br />0.3446"
"POLRMT","ERAL1",4,"POLRMT-ERAL1<br />0.4475"
"PTCD3","ERAL1",5,"PTCD3-ERAL1<br />0.5054"
"RBFA","ERAL1",3,"RBFA-ERAL1<br />0.325"
"RPUSD4","ERAL1",5,"RPUSD4-ERAL1<br />0.4841"
"TEFM","ERAL1",4,"TEFM-ERAL1<br />0.3829"
"MRPL10","LRPPRC",7,"MRPL10-LRPPRC<br />0.6513"
"MRPL12","LRPPRC",6,"MRPL12-LRPPRC<br />0.5573"
"MRPL15","LRPPRC",7,"MRPL15-LRPPRC<br />0.6947"
"MRPL16","LRPPRC",7,"MRPL16-LRPPRC<br />0.6676"
"MRPL17","LRPPRC",7,"MRPL17-LRPPRC<br />0.7063"
"MRPL28","LRPPRC",5,"MRPL28-LRPPRC<br />0.5325"
"MRPL3","LRPPRC",6,"MRPL3-LRPPRC<br />0.5792"
"MRPL34","LRPPRC",5,"MRPL34-LRPPRC<br />0.5422"
"MRPL39","LRPPRC",6,"MRPL39-LRPPRC<br />0.6348"
"MRPL49","LRPPRC",6,"MRPL49-LRPPRC<br />0.5915"
"MRPS12","LRPPRC",6,"MRPS12-LRPPRC<br />0.6192"
"MRPS14","LRPPRC",7,"MRPS14-LRPPRC<br />0.6603"
"MRPS18C","LRPPRC",6,"MRPS18C-LRPPRC<br />0.5927"
"MRPS23","LRPPRC",7,"MRPS23-LRPPRC<br />0.6764"
"MRPS26","LRPPRC",5,"MRPS26-LRPPRC<br />0.548"
"MRPS27","LRPPRC",5,"MRPS27-LRPPRC<br />0.4822"
"MRPS35","LRPPRC",6,"MRPS35-LRPPRC<br />0.5903"
"MRPS6","LRPPRC",7,"MRPS6-LRPPRC<br />0.6627"
"MTG2","LRPPRC",6,"MTG2-LRPPRC<br />0.591"
"PARS2","LRPPRC",4,"PARS2-LRPPRC<br />0.4182"
"POLRMT","LRPPRC",5,"POLRMT-LRPPRC<br />0.5382"
"PTCD3","LRPPRC",6,"PTCD3-LRPPRC<br />0.6301"
"RBFA","LRPPRC",4,"RBFA-LRPPRC<br />0.3559"
"RPUSD4","LRPPRC",6,"RPUSD4-LRPPRC<br />0.5985"
"TEFM","LRPPRC",3,"TEFM-LRPPRC<br />0.3268"
"MRPL12","MRPL10",6,"MRPL12-MRPL10<br />0.6247"
"MRPL15","MRPL10",7,"MRPL15-MRPL10<br />0.719"
"MRPL16","MRPL10",6,"MRPL16-MRPL10<br />0.6398"
